#Frame         radius     distplot         rmsf  ligand_rmsd            C           CA            O            N         SASA
     287      21.5336       1.4051      24.2851       1.8877       1.7888       1.8204       1.9125       1.7789     163.3209
     288      21.5867       1.4568      41.8009       1.9561       1.8832       1.9203       2.0068       1.8694     149.0518
     289      21.6497       1.3937     108.6618       2.0285       1.8920       1.9252       2.0064       1.8821     156.4135
     290      21.5332       1.4141      46.1637       1.9363       1.9281       1.9675       2.0442       1.9190     144.6617
     291      21.5406       1.4219      77.2031       1.9688       1.9512       1.9730       2.0890       1.9342     169.0304
     292      21.5629       1.3662      27.5866       2.0271       1.8019       1.8406       1.9252       1.7923     169.7735
     293      21.6009       1.4028      91.1823       1.9783       1.8594       1.8961       1.9995       1.8421     170.0609
     294      21.5336       1.4330     115.4667       1.8842       1.7519       1.7920       1.8761       1.7445     152.2834
     295      21.4902       1.4204      59.2075       1.9293       1.7825       1.8131       1.9256       1.7622     150.8876
     296      21.4596       1.4153      78.4585       2.0102       1.8020       1.8369       1.9391       1.7912     147.1686
     297      21.5395       1.4121      48.1549       1.9500       1.7565       1.7986       1.8843       1.7498     157.7290
     298      21.5859       1.5191      33.9763       1.9359       1.8987       1.9299       2.0272       1.8843     151.3759
     299      21.5964       1.4585      25.6437       1.8717       1.8783       1.9160       2.0051       1.8712     163.5554
     300      21.5359       1.4431      32.3301       1.9295       1.7259       1.7630       1.8511       1.7121     160.4870
     301      21.5653       1.4839      14.0186       1.8858       1.8691       1.8982       1.9969       1.8567     151.1233
     302      21.6213       1.4521      11.5730       1.9745       1.8799       1.9082       2.0268       1.8558     174.8825
     303      21.5973       1.4421      22.5651       1.9400       1.7800       1.8078       1.9042       1.7640     144.7715
     304      21.5003       1.4007      43.7542       1.9987       1.7701       1.8040       1.8911       1.7569     156.6490
     305      21.6568       1.4687      28.7246       1.8716       1.9187       1.9452       2.0406       1.9046     152.6314
     306      21.5661       1.4105      44.2764       1.9748       1.8079       1.8401       1.9427       1.7859     165.3927
     307      21.6319       1.4161      84.8551       2.0162       1.7956       1.8235       1.9311       1.7764     161.8817
     308      21.5946       1.4394     111.6875       1.9640       1.8026       1.8250       1.9579       1.7719     151.1736
     309      21.7163       1.5404      43.8840       1.9398       2.0343       2.0573       2.1664       2.0133     148.3499
     310      21.5698       1.4534     113.6145       1.9868       1.9072       1.9226       2.0262       1.8810     142.7936
     311      21.6658       1.4747      18.5678       1.8529       1.8745       1.9062       1.9944       1.8584     141.1809
     312      21.6002       1.4612      19.1974       1.9412       1.7850       1.8198       1.9105       1.7639     160.1806
     313      21.6340       1.4713      16.3229       1.8630       1.8143       1.8410       1.9476       1.7941     156.0114
     314      21.6108       1.3931      48.1450       1.9050       1.7778       1.8000       1.9233       1.7557     162.4548
     315      21.6111       1.3814      21.9026       1.9700       1.7869       1.8181       1.9143       1.7723     163.4342
     316      21.6480       1.4036      21.7206       1.7844       1.8621       1.8944       1.9876       1.8518     169.4323
     317      21.5543       1.3737      35.4303       1.9662       1.7766       1.8064       1.9039       1.7669     166.0211
     318      21.4983       1.3408      88.3439       2.0381       1.7044       1.7339       1.8279       1.6946     145.1074
     319      21.5738       1.3789      30.6102       2.0168       1.8248       1.8520       1.9613       1.8078     164.5171
     320      21.4760       1.3680      23.6379       2.0149       1.6530       1.6815       1.7953       1.6342     150.2697
     321      21.4842       1.3287      21.3809       1.8704       1.7151       1.7489       1.8442       1.7011     152.3813
     322      21.4733       1.3336      24.2321       2.0070       1.6417       1.6745       1.7855       1.6313     159.3796
     323      21.5216       1.3296      14.1295       1.9738       1.6913       1.7268       1.8129       1.6782     180.8998
     324      21.5416       1.3369      24.6673       2.0288       1.7282       1.7600       1.8455       1.7192     151.8506
     325      21.5131       1.3527      11.6462       1.9607       1.7714       1.8044       1.8874       1.7539     149.2457
     326      21.4660       1.3310      41.3791       2.0091       1.7098       1.7438       1.8383       1.6928     162.3162
     327      21.5285       1.3722      25.9931       2.0170       1.7262       1.7522       1.8631       1.7078     154.5434
     328      21.4949       1.4155       9.3300       1.9748       1.7992       1.8400       1.9243       1.7910     155.1846
     329      21.5533       1.3995      15.5200       1.9506       1.6214       1.6543       1.7505       1.6122     143.8845
     330      21.5347       1.3435      18.1229       1.8635       1.6802       1.7125       1.8027       1.6727     149.0911
     331      21.4361       1.3221      10.9640       1.9658       1.6181       1.6536       1.7477       1.6052     146.7526
     332      21.4511       1.4265      13.2615       1.9383       1.7095       1.7449       1.8339       1.6985     157.6009
     333      21.5562       1.4248      42.7198       1.8527       1.7437       1.7777       1.8606       1.7378     148.2939
     334      21.5149       1.5052      13.7957       2.0100       1.9056       1.9320       2.0310       1.8883     158.7255
     335      21.6058       1.4793      11.2697       1.9839       1.8953       1.9275       2.0108       1.8901     149.3310
     336      21.5531       1.4780      15.1264       1.9696       1.9675       2.0062       2.0688       1.9631     157.6283
     337      21.6335       1.4878      52.1963       2.0364       2.0583       2.0887       2.1740       2.0440     155.1059
     338      21.5562       1.3691      16.6249       2.0565       1.8325       1.8649       1.9653       1.8139     171.9388
     339      21.5820       1.3954      34.4586       2.0916       1.8062       1.8407       1.9278       1.7892     155.9246
     340      21.5926       1.4658      13.7396       1.9889       1.9185       1.9585       2.0321       1.9136     155.8037
     341      21.6203       1.4091      44.0287       1.8967       1.8374       1.8666       1.9697       1.8219     156.1538
     342      21.5979       1.3818      50.5376       1.9361       1.7413       1.7772       1.8833       1.7264     152.7698
     343      21.5093       1.3910      12.1332       1.9446       1.8194       1.8650       1.9525       1.8075     146.0637
     344      21.6021       1.4457      14.8123       1.9193       1.8069       1.8417       1.9562       1.7796     140.3958
     345      21.5706       1.3175      54.7519       1.8764       1.7196       1.7536       1.8627       1.6937     157.2765
     346      21.5555       1.3526      42.5759       1.8724       1.8119       1.8413       1.9490       1.7875     155.1127
     347      21.5521       1.3894      30.5267       1.9286       1.8825       1.9165       2.0224       1.8565     156.7992
     348      21.5893       1.4529      74.9864       1.8501       1.9098       1.9422       2.0423       1.8931     145.6803
     349      21.5674       1.4435     303.9643       1.9368       1.9899       2.0187       2.1176       1.9737     153.3717
     350      21.6534       1.4920      21.6724       1.9887       2.1026       2.1297       2.2159       2.0838     164.0675
     351      21.6840       1.5982      51.7466       2.0070       2.1824       2.2111       2.3129       2.1643     148.7766
     352      21.7334       1.6462       0.0000       1.9693       2.1603       2.1940       2.2739       2.1460     153.0569
     353      21.6619       1.6934       0.0000       1.8230       2.1427       2.1749       2.2535       2.1301     146.6232
     354      21.5913       1.5976       0.0000       1.8705       2.0468       2.0731       2.1625       2.0284     148.2612
     355      21.5416       1.5833       0.0000       2.0041       1.9604       1.9954       2.0743       1.9523     160.0815
     356      21.5881       1.6148       0.0000       2.0021       2.0868       2.1108       2.2135       2.0644     165.0105
     357      21.5895       1.3899       0.0000       2.0068       1.8570       1.8838       1.9983       1.8352     158.8977
     358      21.6448       1.5728       0.0000       1.9416       2.0893       2.1230       2.1953       2.0824     155.2695
